index,Id,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,Season,Sales,Sales_by_LineItem
262,10510,SAVEA,6,2013-04-18,2013-05-16,2013-04-28,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Spring,4707.54,"[4456.44, 251.1]"
263,10511,BONAP,4,2013-04-18,2013-05-16,2013-04-21,3,350.64,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,Spring,2550.0,"[935.0, 1275.0, 340.0]"
264,10512,FAMIA,7,2013-04-21,2013-05-19,2013-04-24,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,Spring,525.3,"[38.25, 91.8, 48.45, 346.8]"
265,10513,WANDK,7,2013-04-22,2013-06-03,2013-04-28,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,Spring,1942.0,"[320.0, 1280.0, 342.0]"
266,10514,ERNSH,3,2013-04-22,2013-05-20,2013-05-16,2,789.95,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Spring,8623.45,"[3159.0, 1596.0, 2660.0, 820.95, 387.5]"
267,10515,QUICK,2,2013-04-23,2013-05-07,2013-05-23,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Spring,9921.3,"[1319.2, 872.5, 5268.0, 34.0, 2427.6]"
268,10516,HUNGO,2,2013-04-24,2013-05-22,2013-05-01,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,Spring,2381.05,"[1406.25, 694.8, 280.0]"
269,10517,NORTS,3,2013-04-24,2013-05-22,2013-04-29,3,32.07,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK,Spring,352.0,"[42.0, 220.0, 90.0]"
270,10518,TORTU,4,2013-04-25,2013-05-09,2013-05-05,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,Spring,4150.05,"[22.5, 3952.5, 175.05]"
271,10519,CHOPS,6,2013-04-28,2013-05-26,2013-05-01,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,Spring,2314.2,"[471.2, 1520.0, 323.0]"
272,10520,SANTG,7,2013-04-29,2013-05-27,2013-05-01,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,Spring,200.0,"[36.0, 164.0]"
273,10521,CACTU,8,2013-04-29,2013-05-27,2013-05-02,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,Spring,225.5,"[54.0, 96.5, 75.0]"
274,10522,LEHMS,4,2013-04-30,2013-05-28,2013-05-06,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,Spring,2318.24,"[576.0, 960.0, 414.24, 368.0]"
275,10523,SEVES,7,2013-05-01,2013-05-29,2013-05-30,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,Spring,2444.31,"[877.5, 1093.5, 421.2, 52.11]"
276,10524,BERGS,1,2013-05-01,2013-05-29,2013-05-07,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,Spring,3192.65,"[62.0, 258.9, 2760.0, 111.75]"
277,10525,BONAP,1,2013-05-02,2013-05-30,2013-05-23,2,11.06,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,Spring,818.4,"[570.0, 248.4]"
278,10526,WARTH,4,2013-05-05,2013-06-02,2013-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,Spring,1151.4,"[122.4, 60.0, 969.0]"
279,10527,QUICK,7,2013-05-05,2013-06-02,2013-05-07,1,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Spring,1503.0,"[990.0, 513.0]"
280,10528,GREAL,6,2013-05-06,2013-05-20,2013-05-09,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,Spring,392.2,"[63.0, 16.0, 313.2]"
281,10529,MAISD,5,2013-05-07,2013-06-04,2013-05-09,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,Spring,946.0,"[336.0, 250.0, 360.0]"
282,10530,PICCO,3,2013-05-08,2013-06-05,2013-05-12,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,Spring,4180.0,"[1560.0, 1150.0, 570.0, 900.0]"
283,10531,OCEA,7,2013-05-08,2013-06-05,2013-05-19,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,Spring,110.0,[110.0]
284,10532,EASTC,7,2013-05-09,2013-06-06,2013-05-12,3,74.46,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK,Spring,796.35,"[388.35, 408.0]"
285,10533,FOLKO,8,2013-05-12,2013-06-09,2013-05-22,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,Spring,2222.2,"[1045.0, 835.2, 342.0]"
286,10534,LEHMS,8,2013-05-12,2013-06-09,2013-05-14,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,Spring,465.7,"[258.9, 147.2, 59.6]"
287,10535,ANTO,4,2013-05-13,2013-06-10,2013-05-21,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,Spring,1940.85,"[945.0, 165.6, 87.75, 742.5]"
288,10536,LEHMS,3,2013-05-14,2013-06-11,2013-06-06,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,Spring,1645.0,"[427.5, 250.0, 75.0, 892.5]"
289,10537,RICSU,1,2013-05-14,2013-05-28,2013-05-19,1,78.85,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,Spring,1823.8,"[375.0, 318.0, 265.0, 730.8, 135.0]"
290,10538,BSBEV,9,2013-05-15,2013-06-12,2013-05-16,3,4.87,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,Spring,139.8,"[105.0, 34.8]"
291,10539,BSBEV,6,2013-05-16,2013-06-13,2013-05-23,3,12.36,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,Spring,355.5,"[48.0, 150.0, 37.5, 120.0]"
292,10540,QUICK,3,2013-05-19,2013-06-16,2013-06-13,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Spring,10191.7,"[600.0, 1249.2, 7905.0, 437.5]"
293,10541,HANAR,2,2013-05-19,2013-06-16,2013-05-29,1,68.65,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,Spring,1946.52,"[141.75, 948.6, 682.02, 174.15]"
294,10542,KOENE,1,2013-05-20,2013-06-17,2013-05-26,3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,Spring,469.11,"[299.25, 169.86]"
295,10543,LILAS,8,2013-05-21,2013-06-18,2013-05-23,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,Spring,1504.5,"[969.0, 535.5]"
296,10544,LONEP,4,2013-05-21,2013-06-18,2013-05-30,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,Spring,417.2,"[319.2, 98.0]"
297,10545,LAZYK,8,2013-05-22,2013-06-19,2013-06-26,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA,Spring,210.0,[210.0]
298,10546,VICTE,1,2013-05-23,2013-06-20,2013-05-27,3,194.72,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,Spring,2812.0,"[300.0, 540.0, 1972.0]"
299,10547,SEVES,3,2013-05-23,2013-06-20,2013-06-02,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,Spring,1792.8,"[652.8, 1140.0]"
300,10548,TOMSP,3,2013-05-26,2013-06-23,2013-06-02,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,Spring,240.1,"[105.0, 135.1]"
301,10549,QUICK,5,2013-05-27,2013-06-10,2013-05-30,1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Spring,3554.28,"[584.38, 807.5, 2162.4]"
302,10550,GODOS,7,2013-05-28,2013-06-25,2013-06-06,3,4.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,Spring,683.3,"[280.8, 92.0, 54.0, 256.5]"
303,10551,FURIB,4,2013-05-28,2013-07-09,2013-06-06,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,Spring,1677.3,"[593.3, 306.0, 778.0]"
304,10552,HILAA,2,2013-05-29,2013-06-26,2013-06-05,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,Spring,880.5,"[648.0, 232.5]"
305,10553,WARTH,2,2013-05-30,2013-06-27,2013-06-03,2,149.49,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,Spring,1546.3,"[315.0, 244.3, 504.0, 375.0, 108.0]"
306,10554,OTTIK,4,2013-05-30,2013-06-27,2013-06-05,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,Spring,1728.52,"[497.32, 171.0, 936.7, 123.5]"
307,10555,SAVEA,6,2013-06-02,2013-06-30,2013-06-04,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Spring,2944.4,"[558.0, 257.6, 64.8, 848.0, 1216.0]"
308,10556,SIMOB,2,2013-06-03,2013-07-15,2013-06-13,1,9.8,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,Spring,835.2,[835.2]
309,10557,LEHMS,9,2013-06-03,2013-06-17,2013-06-06,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,Spring,1152.5,"[997.5, 155.0]"
310,10558,AROUT,1,2013-06-04,2013-07-02,2013-06-10,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,Spring,2142.9,"[237.5, 1060.0, 210.0, 590.4, 45.0]"
311,10559,BLONP,6,2013-06-05,2013-07-03,2013-06-13,1,8.05,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,Spring,520.41,"[110.01, 410.4]"
312,10560,FRANK,8,2013-06-06,2013-07-04,2013-06-09,1,36.65,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,Spring,1072.42,"[517.8, 554.62]"
313,10561,FOLKO,2,2013-06-06,2013-07-04,2013-06-09,2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,Spring,2844.5,"[194.5, 2650.0]"
314,10562,REGGC,1,2013-06-09,2013-07-07,2013-06-12,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,Spring,488.7,"[45.0, 443.7]"
315,10563,RICAR,2,2013-06-10,2013-07-22,2013-06-24,2,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,Spring,965.0,"[475.0, 490.0]"
316,10564,RATTC,4,2013-06-10,2013-07-08,2013-06-16,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,Spring,1234.05,"[592.8, 71.25, 570.0]"
317,10565,MEREP,8,2013-06-11,2013-07-09,2013-06-18,2,7.15,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,Spring,639.9,"[101.25, 538.65]"
318,10566,BLONP,9,2013-06-12,2013-07-10,2013-06-18,1,88.4,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,Spring,1761.0,"[624.75, 956.25, 180.0]"
319,10567,HUNGO,1,2013-06-12,2013-07-10,2013-06-17,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,Spring,2519.0,"[600.0, 159.0, 1760.0]"
320,10568,GALED,3,2013-06-13,2013-07-11,2013-07-09,3,6.54,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain,Spring,155.0,[155.0]
321,10569,RATTC,5,2013-06-16,2013-07-14,2013-07-11,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,Spring,890.0,"[350.0, 540.0]"
322,10570,MEREP,3,2013-06-17,2013-07-15,2013-06-19,3,188.99,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,Spring,2465.25,"[299.25, 2166.0]"
323,10571,ERNSH,8,2013-06-17,2013-07-29,2013-07-04,3,26.06,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Spring,550.59,"[217.39, 333.2]"
324,10572,BERGS,3,2013-06-18,2013-07-16,2013-06-25,2,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,Spring,1501.08,"[188.46, 288.0, 920.0, 104.62]"
325,10573,ANTO,7,2013-06-19,2013-07-17,2013-06-20,3,84.84,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,Spring,2082.0,"[702.0, 560.0, 820.0]"
326,10574,TRAIH,4,2013-06-19,2013-07-17,2013-06-30,2,37.6,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA,Spring,764.3,"[35.0, 36.8, 493.0, 199.5]"
327,10575,MORGK,5,2013-06-20,2013-07-04,2013-06-30,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,Spring,2147.4,"[660.0, 263.4, 1044.0, 180.0]"
328,10576,TORTU,3,2013-06-23,2013-07-07,2013-06-30,3,18.56,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,Summer,838.45,"[180.0, 250.0, 408.45]"
329,10577,TRAIH,9,2013-06-23,2013-08-04,2013-06-30,2,25.41,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA,Summer,569.0,"[180.0, 155.0, 234.0]"
330,10578,BSBEV,4,2013-06-24,2013-07-22,2013-07-25,3,29.6,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,Summer,477.0,"[360.0, 117.0]"
331,10579,LETSS,1,2013-06-25,2013-07-23,2013-07-04,2,13.73,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA,Summer,317.75,"[155.0, 162.75]"
332,10580,OTTIK,4,2013-06-26,2013-07-24,2013-07-01,3,75.89,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,Summer,1013.74,"[331.31, 82.51, 599.92]"
333,10581,FAMIA,3,2013-06-26,2013-07-24,2013-07-02,1,3.01,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,Summer,310.0,[310.0]
334,10582,BLAUS,3,2013-06-27,2013-07-25,2013-07-14,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,Summer,330.0,"[78.0, 252.0]"
335,10583,WARTH,2,2013-06-30,2013-07-28,2013-07-04,2,7.28,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,Summer,2237.5,"[1237.9, 693.6, 306.0]"
336,10584,BLONP,4,2013-06-30,2013-07-28,2013-07-04,1,59.14,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,Summer,593.75,[593.75]
337,10585,WELLI,7,2013-07-01,2013-07-29,2013-07-10,1,13.41,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,Summer,142.5,[142.5]
338,10586,REGGC,9,2013-07-02,2013-07-30,2013-07-09,1,0.48,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,Summer,23.8,[23.8]
339,10587,QUEDE,1,2013-07-02,2013-07-30,2013-07-09,1,62.52,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,Summer,807.38,"[187.38, 360.0, 260.0]"
340,10588,QUICK,2,2013-07-03,2013-07-31,2013-07-10,3,194.67,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,Summer,3120.0,"[2000.0, 1120.0]"
341,10589,GREAL,8,2013-07-04,2013-08-01,2013-07-14,2,4.42,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,Summer,72.0,[72.0]
342,10590,MEREP,4,2013-07-07,2013-08-04,2013-07-14,3,44.77,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,Summer,1101.0,"[360.0, 741.0]"
343,10591,VAFFE,1,2013-07-07,2013-07-21,2013-07-16,1,55.92,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,Summer,812.5,"[140.0, 300.0, 372.5]"
344,10592,LEHMS,3,2013-07-08,2013-08-05,2013-07-16,1,32.1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,Summer,516.46,"[368.12, 148.34]"
345,10593,LEHMS,7,2013-07-09,2013-08-06,2013-08-13,2,174.2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,Summer,1994.4,"[1360.8, 576.0, 57.6]"
346,10594,OLDWO,3,2013-07-09,2013-08-06,2013-07-16,2,5.24,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,Summer,565.5,"[168.0, 397.5]"
347,10595,ERNSH,2,2013-07-10,2013-08-07,2013-07-14,1,96.78,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Summer,4725.0,"[405.0, 2565.0, 1755.0]"
348,10596,WHITC,8,2013-07-11,2013-08-08,2013-08-12,1,16.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,Summer,1180.88,"[152.0, 842.88, 186.0]"
349,10597,PICCO,7,2013-07-11,2013-08-08,2013-07-18,3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,Summer,718.08,"[126.0, 390.0, 202.08]"
350,10598,RATTC,1,2013-07-14,2013-08-11,2013-07-18,3,44.42,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,Summer,2388.5,"[2195.0, 193.5]"
351,10599,BSBEV,6,2013-07-15,2013-08-26,2013-07-21,3,29.98,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,Summer,493.0,[493.0]
352,10600,HUNGC,4,2013-07-16,2013-08-13,2013-07-21,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,Summer,479.8,"[29.8, 450.0]"
353,10601,HILAA,7,2013-07-16,2013-08-27,2013-07-22,1,58.3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,Summer,2285.0,"[360.0, 1925.0]"
354,10602,VAFFE,8,2013-07-17,2013-08-14,2013-07-22,2,2.92,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,Summer,48.75,[48.75]
355,10603,SAVEA,8,2013-07-18,2013-08-15,2013-08-08,2,48.77,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Summer,1483.0,"[1008.0, 475.0]"
356,10604,FURIB,1,2013-07-18,2013-08-15,2013-07-29,1,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,Summer,230.85,"[68.85, 162.0]"
357,10605,MEREP,1,2013-07-21,2013-08-18,2013-07-29,2,379.13,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,Summer,4109.7,"[497.32, 1045.0, 2261.0, 306.38]"
358,10606,TRADH,4,2013-07-22,2013-08-19,2013-07-31,3,79.4,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,Summer,1130.4,"[352.0, 384.0, 394.4]"
359,10607,SAVEA,5,2013-07-22,2013-08-19,2013-07-25,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Summer,6475.4,"[1350.0, 3900.0, 35.0, 772.8, 417.6]"
360,10608,TOMSP,4,2013-07-23,2013-08-20,2013-08-01,2,27.79,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,Summer,1064.0,[1064.0]
361,10609,DUMO,7,2013-07-24,2013-08-21,2013-07-30,2,1.85,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France,Summer,424.0,"[54.0, 310.0, 60.0]"
362,10610,LAMAI,8,2013-07-25,2013-08-22,2013-08-06,1,26.78,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,Summer,299.25,[299.25]
363,10611,WOLZA,6,2013-07-25,2013-08-22,2013-08-01,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland,Summer,808.0,"[108.0, 190.0, 510.0]"
364,10612,SAVEA,1,2013-07-28,2013-08-25,2013-08-01,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Summer,6375.0,"[2170.0, 1045.0, 360.0, 1360.0, 1440.0]"
365,10613,HILAA,4,2013-07-29,2013-08-26,2013-08-01,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,Summer,353.2,"[43.2, 310.0]"
366,10614,BLAUS,8,2013-07-29,2013-08-26,2013-08-01,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,Summer,464.0,"[294.0, 80.0, 90.0]"
367,10615,WILMK,2,2013-07-30,2013-08-27,2013-08-06,3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,Summer,120.0,[120.0]
368,10616,GREAL,1,2013-07-31,2013-08-28,2013-08-05,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,Summer,4807.01,"[3754.88, 532.0, 213.75, 306.38]"
369,10617,GREAL,4,2013-07-31,2013-08-28,2013-08-04,2,18.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,Summer,1402.5,[1402.5]
370,10618,MEREP,1,2013-08-01,2013-09-12,2013-08-08,1,154.68,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,Summer,2697.5,"[1750.0, 760.0, 187.5]"
371,10619,MEREP,3,2013-08-04,2013-09-01,2013-08-07,3,91.05,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,Summer,1260.0,"[420.0, 840.0]"
372,10620,LAUGB,2,2013-08-05,2013-09-02,2013-08-14,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada,Summer,57.5,"[22.5, 35.0]"
373,10621,ISLAT,4,2013-08-05,2013-09-02,2013-08-11,2,23.73,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,Summer,758.5,"[46.0, 90.0, 300.0, 322.5]"
374,10622,RICAR,4,2013-08-06,2013-09-03,2013-08-11,3,50.97,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,Summer,560.0,"[380.0, 180.0]"
375,10623,FRANK,8,2013-08-07,2013-09-04,2013-08-12,2,97.18,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,Summer,1336.95,"[488.25, 124.2, 225.0, 13.5, 486.0]"
376,10624,THECR,4,2013-08-07,2013-09-04,2013-08-19,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA,Summer,1393.24,"[456.0, 742.74, 194.5]"
377,10625,ANATR,3,2013-08-08,2013-09-05,2013-08-14,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico,Summer,479.75,"[69.75, 70.0, 340.0]"
378,10626,BERGS,1,2013-08-11,2013-09-08,2013-08-20,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,Summer,1503.6,"[393.6, 680.0, 430.0]"
379,10627,SAVEA,8,2013-08-11,2013-09-22,2013-08-21,3,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,Summer,1185.75,"[739.5, 446.25]"
380,10628,BLONP,4,2013-08-12,2013-09-09,2013-08-20,3,30.36,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,Summer,450.0,[450.0]
381,10629,GODOS,4,2013-08-12,2013-09-09,2013-08-20,3,85.46,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,Summer,2775.05,"[2475.8, 299.25]"
382,10630,KOENE,1,2013-08-13,2013-09-10,2013-08-19,2,32.35,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,Summer,903.6,"[273.6, 630.0]"
383,10631,LAMAI,8,2013-08-14,2013-09-11,2013-08-15,1,0.87,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,Summer,55.8,[55.8]
384,10632,WANDK,8,2013-08-14,2013-09-11,2013-08-19,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,Summer,589.0,"[541.5, 47.5]"
385,10633,ERNSH,7,2013-08-15,2013-09-12,2013-08-18,3,477.9,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,Summer,5510.59,"[1162.8, 66.3, 929.09, 3352.4]"
386,10634,FOLIG,4,2013-08-15,2013-09-12,2013-08-21,3,487.38,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,Summer,4985.5,"[1050.0, 3125.0, 795.0, 15.5]"
387,10635,MAGAA,8,2013-08-18,2013-09-15,2013-08-21,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,Summer,1326.23,"[198.0, 288.23, 840.0]"
388,10636,WARTH,4,2013-08-19,2013-09-16,2013-08-26,1,1.15,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,Summer,629.5,"[550.0, 79.5]"
389,10637,QUEE,6,2013-08-19,2013-09-16,2013-08-26,1,201.29,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,Summer,2761.94,"[210.0, 385.94, 2166.0]"
390,10638,LINOD,3,2013-08-20,2013-09-17,2013-09-01,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,Summer,2720.05,"[190.0, 442.05, 2088.0]"
391,10639,SANTG,7,2013-08-20,2013-09-17,2013-08-27,3,38.64,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,Summer,500.0,[500.0]
392,10640,WANDK,4,2013-08-21,2013-09-18,2013-08-28,1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,Summer,708.75,"[540.0, 168.75]"
